#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 669: North Lost Trail, CO
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                           
# Precipitation Accumulation          Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           PREC          Water year accumulated precipitation  
# Precipitation Increment             Value       None           Day                           N/A        Inches             N/A           PRCP          Total precipitation                   
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches             N/A           PRCPSA        Snow adjusted total preciptation      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# North Lost Trail (669) 
# Colorado  SNOTEL Site - 9200 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 5, 2020 11:28:55 AM GMT-08:00
#
Date,North Lost Trail (669) Precipitation Accumulation (in) Start of Day Values,North Lost Trail (669) Precipitation Increment (in),North Lost Trail (669) Precipitation Increment - Snow-adj (in)
2003-03-24,17.4,0.10,0.20
2003-03-25,17.5,0.00,0.10
2003-03-26,17.5,0.50,0.50
2003-03-27,18.0,0.00,0.30
2003-03-28,18.0,0.00,0.10
2003-03-29,18.0,0.10,0.10
2003-03-30,18.1,0.30,0.30
2003-03-31,18.4,0.00,0.00
2003-04-01,18.4,0.00,0.00
2003-04-02,18.4,0.00,0.00
2003-04-03,18.4,0.00,0.30
2003-04-04,18.4,0.20,0.20
2003-04-05,18.6,0.40,0.40
2003-04-06,19.0,0.50,0.50
2003-04-07,19.5,0.10,0.20
2003-04-08,19.6,0.20,0.20
2003-04-09,19.8,0.00,0.00
2003-04-10,19.8,0.00,0.00
2003-04-11,19.8,0.00,0.00
2003-04-12,19.8,0.00,0.00
2003-04-13,19.8,0.00,0.00
2003-04-14,19.8,0.00,0.00
2003-04-15,19.8,0.30,0.30
2003-04-16,20.1,0.10,0.10
2003-04-17,20.2,0.10,0.10
2003-04-18,20.3,0.30,0.30
2003-04-19,20.6,0.10,0.10
2003-04-20,20.7,0.10,0.10
2003-04-21,20.8,0.10,0.10
2003-04-22,20.9,0.70,0.70
2003-04-23,21.6,0.80,0.80
2003-04-24,22.4,0.50,0.50
2003-04-25,22.9,0.00,0.00
2003-04-26,22.9,0.00,0.00
2003-04-27,22.9,0.00,0.00
2003-04-28,22.9,0.00,0.00
2003-04-29,22.9,0.00,0.20
2003-04-30,22.9,0.00,0.00
2003-05-01,22.9,0.00,0.00
2003-05-02,22.9,0.00,0.00
2003-05-03,22.9,0.00,0.00
2003-05-04,22.9,1.00,1.50
2003-05-05,23.9,0.20,0.20
2003-05-06,24.1,0.00,0.00
2003-05-07,24.1,0.20,0.20
2003-05-08,24.3,0.40,0.60
2003-05-09,24.7,0.30,0.30
2003-05-10,25.0,0.20,0.20
2003-05-11,25.2,0.30,0.30
2003-05-12,25.5,0.00,0.00
2003-05-13,25.5,0.00,0.00
2003-05-14,25.5,0.00,0.00
2003-05-15,25.5,0.00,0.00
2003-05-16,25.5,0.10,0.10
2003-05-17,25.6,0.10,0.10
2003-05-18,25.7,0.30,0.30
2003-05-19,26.0,0.20,0.20
2003-05-20,26.2,0.00,0.00
2003-05-21,26.2,0.10,0.10
2003-05-22,26.3,0.10,0.10
2003-05-23,26.4,0.00,0.00
2003-05-24,26.4,0.00,0.00
2003-05-25,26.4,0.00,0.00
2003-05-26,26.4,0.10,0.10
2003-05-27,26.5,0.10,0.10
2003-05-28,26.6,0.00,0.00
2003-05-29,26.6,0.00,0.00
2003-05-30,26.6,0.10,0.10
2003-05-31,26.7,0.10,0.10
2003-06-01,26.8,0.00,0.00
2003-06-02,26.8,0.00,0.00
2003-06-03,26.8,0.00,0.00
2003-06-04,26.8,0.00,0.00
2003-06-05,26.8,0.00,0.00
2003-06-06,26.8,0.00,0.00
2003-06-07,26.8,0.00,0.00
2003-06-08,26.8,0.00,0.00
2003-06-09,26.8,0.00,0.00
2003-06-10,26.8,0.00,0.00
2003-06-11,26.8,0.10,0.10
2003-06-12,26.9,0.00,0.00
2003-06-13,26.9,0.00,0.00
2003-06-14,26.9,0.10,0.10
2003-06-15,27.0,0.00,0.00
2003-06-16,27.0,0.00,0.00
2003-06-17,27.0,0.10,0.10
2003-06-18,27.1,0.20,0.20
2003-06-19,27.3,0.00,0.00
2003-06-20,27.3,0.00,0.00
2003-06-21,27.3,0.00,0.00
2003-06-22,27.3,0.00,0.00
2003-06-23,27.3,0.00,0.00
2003-06-24,27.3,0.00,0.00
2003-06-25,27.3,0.00,0.00
2003-06-26,27.3,0.00,0.00
2003-06-27,27.3,0.10,0.10
2003-06-28,27.4,0.00,0.00
2003-06-29,27.4,0.00,0.00
2003-06-30,27.4,0.00,0.00
2003-07-01,27.4,0.00,0.00
2003-07-02,27.4,0.00,0.00
2003-07-03,27.4,0.00,0.00
2003-07-04,27.4,0.00,0.00
2003-07-05,27.4,0.00,0.00
2003-07-06,27.4,0.00,0.00
2003-07-07,27.4,0.00,0.00
2003-07-08,27.4,0.00,0.00
2003-07-09,27.4,0.00,0.00
2003-07-10,27.4,0.00,0.00
2003-07-11,27.4,0.00,0.00
2003-07-12,27.4,0.00,0.00
2003-07-13,27.4,0.00,0.00
2003-07-14,27.4,0.00,0.00
2003-07-15,27.4,0.00,0.00
2003-07-16,27.4,0.00,0.00
2003-07-17,27.4,0.00,0.00
2003-07-18,27.4,0.50,0.50
2003-07-19,27.9,0.00,0.00
2003-07-20,27.9,0.00,0.00
2003-07-21,27.9,0.00,0.00
2003-07-22,27.9,0.10,0.10
2003-07-23,28.0,0.10,0.10
2003-07-24,28.1,0.00,0.00
2003-07-25,28.1,0.30,0.30
2003-07-26,28.4,0.60,0.60
2003-07-27,29.0,0.00,0.00
2003-07-28,29.0,0.00,0.00
2003-07-29,29.0,0.00,0.00
2003-07-30,29.0,0.10,0.10
2003-07-31,29.1,0.40,0.40
2003-08-01,29.5,0.00,0.00
2003-08-02,29.5,0.10,0.10
2003-08-03,29.6,0.00,0.00
2003-08-04,29.6,0.00,0.00
2003-08-05,29.6,0.00,0.00
2003-08-06,29.6,0.00,0.00
2003-08-07,29.6,0.10,0.10
2003-08-08,29.7,0.00,0.00
2003-08-09,29.7,0.00,0.00
2003-08-10,29.7,0.10,0.10
2003-08-11,29.8,0.20,0.20
2003-08-12,30.0,0.20,0.20
2003-08-13,30.2,0.50,0.50
2003-08-14,30.7,0.00,0.00
2003-08-15,30.7,0.10,0.10
2003-08-16,30.8,0.60,0.60
2003-08-17,31.4,0.00,0.00
2003-08-18,31.4,0.10,0.10
2003-08-19,31.5,0.00,0.00
2003-08-20,31.5,0.00,0.00
2003-08-21,31.5,0.00,0.00
2003-08-22,31.5,0.10,0.10
2003-08-23,31.6,0.00,0.00
2003-08-24,31.6,0.10,0.10
2003-08-25,31.7,0.00,0.00
2003-08-26,31.7,0.00,0.00
2003-08-27,31.7,0.00,0.00
2003-08-28,31.7,0.00,0.00
2003-08-29,31.7,0.00,0.00
2003-08-30,31.7,0.10,0.10
2003-08-31,31.8,0.00,0.00
2003-09-01,31.8,0.10,0.10
2003-09-02,31.9,0.00,0.00
2003-09-03,31.9,0.00,0.00
2003-09-04,31.9,0.00,0.00
2003-09-05,31.9,0.00,0.00
2003-09-06,31.9,0.50,0.50
2003-09-07,32.4,0.20,0.20
2003-09-08,32.6,0.60,0.60
2003-09-09,33.2,0.60,0.60
2003-09-10,33.8,0.90,0.90
2003-09-11,34.7,0.00,0.00
2003-09-12,34.7,0.00,0.00
2003-09-13,34.7,0.00,0.00
2003-09-14,34.7,0.00,0.00
2003-09-15,34.7,0.10,0.10
2003-09-16,34.8,0.00,0.00
2003-09-17,34.8,0.00,0.00
2003-09-18,34.8,0.00,0.00
2003-09-19,34.8,0.00,0.00
2003-09-20,34.8,0.00,0.00
2003-09-21,34.8,0.00,0.00
2003-09-22,34.8,0.00,0.00
2003-09-23,34.8,0.00,0.00
2003-09-24,34.8,0.00,0.00
2003-09-25,34.8,0.00,0.00
2003-09-26,34.8,0.00,0.00
2003-09-27,34.8,0.00,0.00
2003-09-28,34.8,0.00,0.00
2003-09-29,34.8,0.00,0.00
2003-09-30,34.8,0.00,0.00
2003-10-01,0.0,0.10,0.10
2003-10-02,0.1,0.50,0.50
2003-10-03,0.6,0.00,0.00
2003-10-04,0.6,0.00,0.00
2003-10-05,0.6,0.00,0.00
2003-10-06,0.6,0.00,0.00
2003-10-07,0.6,0.00,0.00
2003-10-08,0.6,0.00,0.00
2003-10-09,0.6,0.00,0.00
2003-10-10,0.6,0.10,0.10
2003-10-11,0.7,0.00,0.00
2003-10-12,0.7,0.00,0.00
2003-10-13,0.7,0.00,0.00
2003-10-14,0.7,0.00,0.00
2003-10-15,0.7,0.00,0.00
2003-10-16,0.7,0.00,0.00
2003-10-17,0.7,0.00,0.00
2003-10-18,0.7,0.00,0.00
2003-10-19,0.7,0.00,0.00
2003-10-20,0.7,0.00,0.00
2003-10-21,0.7,0.00,0.00
2003-10-22,0.7,0.00,0.00
2003-10-23,0.7,0.00,0.00
2003-10-24,0.7,0.00,0.00
2003-10-25,0.7,0.00,0.00
2003-10-26,0.7,0.10,0.10
2003-10-27,0.8,0.00,0.00
2003-10-28,0.8,0.00,0.00
2003-10-29,0.8,0.00,0.00
2003-10-30,0.8,0.00,0.00
2003-10-31,0.8,0.00,0.00
2003-11-01,0.8,0.20,0.20
2003-11-02,1.0,0.70,0.70
2003-11-03,1.7,0.80,0.80
2003-11-04,2.5,0.00,0.00
2003-11-05,2.5,0.10,0.10
2003-11-06,2.6,0.10,0.10
2003-11-07,2.7,0.00,0.00
2003-11-08,2.7,0.00,0.00
2003-11-09,2.7,0.30,0.30
2003-11-10,3.0,0.50,0.50
2003-11-11,3.5,0.20,0.20
2003-11-12,3.7,0.10,0.10
2003-11-13,3.8,0.60,0.60
2003-11-14,4.4,0.50,0.50
2003-11-15,4.9,0.00,0.00
2003-11-16,4.9,0.20,0.20
2003-11-17,5.1,0.70,0.70
2003-11-18,5.8,0.00,0.00
2003-11-19,5.8,0.00,0.00
2003-11-20,5.8,0.00,0.00
2003-11-21,5.8,0.10,0.10
2003-11-22,5.9,0.20,0.20
2003-11-23,6.1,0.00,0.00
2003-11-24,6.1,0.10,0.20
2003-11-25,6.2,0.10,0.10
2003-11-26,6.3,0.40,0.40
2003-11-27,6.7,0.00,0.00
2003-11-28,6.7,0.00,0.00
2003-11-29,6.7,0.00,0.00
2003-11-30,6.7,0.00,0.00
2003-12-01,6.7,0.00,0.00
2003-12-02,6.7,0.00,0.00
2003-12-03,6.7,0.00,0.00
2003-12-04,6.7,0.00,0.00
2003-12-05,6.7,0.10,0.10
2003-12-06,6.8,0.00,0.10
2003-12-07,6.8,0.30,0.30
2003-12-08,7.1,0.80,0.80
2003-12-09,7.9,0.00,0.00
2003-12-10,7.9,0.00,0.00
2003-12-11,7.9,0.00,0.00
2003-12-12,7.9,0.00,0.00
2003-12-13,7.9,0.00,0.30
2003-12-14,7.9,0.60,0.60
2003-12-15,8.5,0.30,0.30
2003-12-16,8.8,0.00,0.00
2003-12-17,8.8,0.10,0.10
2003-12-18,8.9,0.00,0.10
2003-12-19,8.9,0.00,0.10
2003-12-20,8.9,0.00,0.00
2003-12-21,8.9,0.30,0.30
2003-12-22,9.2,0.00,0.00
2003-12-23,9.2,0.00,0.00
2003-12-24,9.2,0.00,0.00
2003-12-25,9.2,0.20,0.20
2003-12-26,9.4,0.30,0.50
2003-12-27,9.7,0.30,0.30
2003-12-28,10.0,0.10,0.10
2003-12-29,10.1,0.20,0.40
2003-12-30,10.3,0.30,0.50
2003-12-31,10.6,0.10,0.10
2004-01-01,10.7,0.10,0.20
2004-01-02,10.8,0.80,0.90
2004-01-03,11.6,0.90,0.90
2004-01-04,12.5,0.10,0.10
2004-01-05,12.6,0.00,0.00
2004-01-06,12.6,0.10,0.30
2004-01-07,12.7,0.10,0.10
2004-01-08,12.8,0.10,0.10
2004-01-09,12.9,0.00,0.00
2004-01-10,12.9,0.00,0.00
2004-01-11,12.9,0.00,0.00
2004-01-12,12.9,0.00,0.00
2004-01-13,12.9,0.00,0.00
2004-01-14,12.9,0.20,0.20
2004-01-15,13.1,0.10,0.10
2004-01-16,13.2,0.00,0.00
2004-01-17,13.2,0.00,0.00
2004-01-18,13.2,0.00,0.00
2004-01-19,13.2,0.00,0.00
2004-01-20,13.2,0.00,0.00
2004-01-21,13.2,0.00,0.00
2004-01-22,13.2,0.00,0.00
2004-01-23,13.2,0.00,0.00
2004-01-24,13.2,0.00,0.00
2004-01-25,13.2,0.00,0.20
2004-01-26,13.2,0.30,0.30
2004-01-27,13.5,0.00,0.00
2004-01-28,13.5,0.10,0.10
2004-01-29,13.6,0.00,0.00
2004-01-30,13.6,0.00,0.30
2004-01-31,13.6,0.10,0.30
2004-02-01,13.7,0.00,0.20
2004-02-02,13.7,0.40,0.40
2004-02-03,14.1,0.00,0.30
2004-02-04,14.1,0.10,0.20
2004-02-05,14.2,0.50,0.50
2004-02-06,14.7,0.00,0.00
2004-02-07,14.7,0.00,0.10
2004-02-08,14.7,0.10,0.10
2004-02-09,14.8,0.10,0.10
2004-02-10,14.9,0.00,0.00
2004-02-11,14.9,0.00,0.00
2004-02-12,14.9,0.20,0.20
2004-02-13,15.1,0.20,0.20
2004-02-14,15.3,0.00,0.10
2004-02-15,15.3,0.00,0.00
2004-02-16,15.3,0.00,0.00
2004-02-17,15.3,0.00,0.60
2004-02-18,15.3,0.00,0.10
2004-02-19,15.3,0.40,0.60
2004-02-20,15.7,0.10,0.10
2004-02-21,15.8,0.20,0.20
2004-02-22,16.0,0.00,0.00
2004-02-23,16.0,0.00,0.00
2004-02-24,16.0,0.00,0.00
2004-02-25,16.0,0.20,0.20
2004-02-26,16.2,0.00,0.00
2004-02-27,16.2,0.00,0.00
2004-02-28,16.2,0.30,0.30
2004-02-29,16.5,0.20,0.20
2004-03-01,16.7,0.10,0.10
2004-03-02,16.8,0.10,0.10
2004-03-03,16.9,0.00,0.00
2004-03-04,16.9,0.10,0.60
2004-03-05,17.0,0.50,0.50
2004-03-06,17.5,0.10,0.10
2004-03-07,17.6,0.00,0.20
2004-03-08,17.6,0.00,0.10
2004-03-09,17.6,0.00,0.00
2004-03-10,17.6,0.00,0.00
2004-03-11,17.6,0.00,0.00
2004-03-12,17.6,0.00,0.00
2004-03-13,17.6,0.00,0.00
2004-03-14,17.6,0.00,0.00
2004-03-15,17.6,0.00,0.00
2004-03-16,17.6,0.00,0.20
2004-03-17,17.6,0.10,0.10
2004-03-18,17.7,0.00,0.00
2004-03-19,17.7,0.00,0.00
2004-03-20,17.7,0.00,0.00
2004-03-21,17.7,0.00,0.00
2004-03-22,17.7,0.00,0.00
2004-03-23,17.7,0.10,0.10
2004-03-24,17.8,0.20,0.20
2004-03-25,18.0,0.10,0.10
2004-03-26,18.1,0.00,0.00
2004-03-27,18.1,0.30,0.30
2004-03-28,18.4,0.20,0.20
2004-03-29,18.6,0.00,0.30
2004-03-30,18.6,0.00,0.00
2004-03-31,18.6,0.00,0.00
2004-04-01,18.6,0.00,0.00
2004-04-02,18.6,0.00,0.00
2004-04-03,18.6,0.00,0.00
2004-04-04,18.6,0.20,0.20
2004-04-05,18.8,0.30,0.30
2004-04-06,19.1,0.00,0.00
2004-04-07,19.1,0.40,0.40
2004-04-08,19.5,0.20,0.20
2004-04-09,19.7,1.30,1.30
2004-04-10,21.0,0.60,0.60
2004-04-11,21.6,0.10,0.10
2004-04-12,21.7,0.00,0.00
2004-04-13,21.7,0.00,0.00
2004-04-14,21.7,0.00,0.00
2004-04-15,21.7,0.00,0.00
2004-04-16,21.7,0.00,0.00
2004-04-17,21.7,0.00,0.00
2004-04-18,21.7,0.10,0.10
2004-04-19,21.8,0.00,0.00
2004-04-20,21.8,0.00,0.00
2004-04-21,21.8,0.30,0.30
2004-04-22,22.1,0.40,0.40
2004-04-23,22.5,0.10,0.10
2004-04-24,22.6,0.20,0.20
2004-04-25,22.8,0.10,0.10
2004-04-26,22.9,0.10,0.10
2004-04-27,23.0,0.00,0.00
2004-04-28,23.0,0.00,0.00
2004-04-29,23.0,0.10,0.10
2004-04-30,23.1,0.60,0.60
2004-05-01,23.7,0.00,0.00
2004-05-02,23.7,0.00,0.00
2004-05-03,23.7,0.00,0.00
2004-05-04,23.7,0.00,0.00
2004-05-05,23.7,0.10,0.10
2004-05-06,23.8,0.00,0.00
2004-05-07,23.8,0.00,0.00
2004-05-08,23.8,0.00,0.00
2004-05-09,23.8,0.00,0.00
2004-05-10,23.8,0.00,0.00
2004-05-11,23.8,0.00,0.00
2004-05-12,23.8,0.20,0.20
2004-05-13,24.0,0.30,0.30
2004-05-14,24.3,0.20,0.20
2004-05-15,24.5,0.10,0.10
2004-05-16,24.6,0.00,0.00
2004-05-17,24.6,0.00,0.00
2004-05-18,24.6,0.00,0.00
2004-05-19,24.6,0.00,0.00
2004-05-20,24.6,0.00,0.00
2004-05-21,24.6,0.00,0.00
2004-05-22,24.6,0.00,0.00
2004-05-23,24.6,0.00,0.00
2004-05-24,24.6,0.00,0.00
2004-05-25,24.6,0.00,0.00
2004-05-26,24.6,0.00,0.00
2004-05-27,24.6,0.00,0.00
2004-05-28,24.6,0.00,0.00
2004-05-29,24.6,0.00,0.00
2004-05-30,24.6,0.00,0.00
2004-05-31,24.6,0.00,0.00
2004-06-01,24.6,0.00,0.00
2004-06-02,24.6,0.00,0.00
2004-06-03,24.6,0.00,0.00
2004-06-04,24.6,0.00,0.00
2004-06-05,24.6,0.00,0.00
2004-06-06,24.6,0.00,0.00
2004-06-07,24.6,0.00,0.00
2004-06-08,24.6,0.00,0.00
2004-06-09,24.6,0.00,0.00
2004-06-10,24.6,0.00,0.00
2004-06-11,24.6,0.00,0.00
2004-06-12,24.6,0.00,0.00
2004-06-13,24.6,0.00,0.00
2004-06-14,24.6,0.00,0.00
2004-06-15,24.6,0.00,0.00
2004-06-16,24.6,0.00,0.00
2004-06-17,24.6,0.00,0.00
2004-06-18,24.6,0.00,0.00
2004-06-19,24.6,0.00,0.00
2004-06-20,24.6,0.00,0.00
2004-06-21,24.6,0.10,0.10
2004-06-22,24.7,0.20,0.20
2004-06-23,24.9,0.00,0.00
2004-06-24,24.9,0.00,0.00
2004-06-25,24.9,0.00,0.00
2004-06-26,24.9,0.00,0.00
2004-06-27,24.9,0.00,0.00
2004-06-28,24.9,0.00,0.00
2004-06-29,24.9,0.00,0.00
2004-06-30,24.9,0.20,0.20
2004-07-01,25.1,0.00,0.00
2004-07-02,25.1,0.00,0.00
2004-07-03,25.1,0.00,0.00
2004-07-04,25.1,0.00,0.00
2004-07-05,25.1,0.10,0.10
2004-07-06,25.2,0.00,0.00
2004-07-07,25.2,0.00,0.00
2004-07-08,25.2,0.00,0.00
2004-07-09,25.2,0.00,0.00
2004-07-10,25.2,0.00,0.00
2004-07-11,25.2,0.00,0.00
2004-07-12,25.2,0.00,0.00
2004-07-13,25.2,0.00,0.00
2004-07-14,25.2,0.00,0.00
2004-07-15,25.2,0.30,0.30
2004-07-16,25.5,0.00,0.00
2004-07-17,25.5,0.10,0.10
2004-07-18,25.6,0.00,0.00
2004-07-19,25.6,0.10,0.10
2004-07-20,25.7,0.00,0.00
2004-07-21,25.7,0.00,0.00
2004-07-22,25.7,0.00,0.00
2004-07-23,25.7,0.20,0.20
2004-07-24,25.9,0.00,0.00
2004-07-25,25.9,0.10,0.10
2004-07-26,26.0,0.00,0.00
2004-07-27,26.0,0.00,0.00
2004-07-28,26.0,0.00,0.00
2004-07-29,26.0,0.00,0.00
2004-07-30,26.0,0.00,0.00
2004-07-31,26.0,0.00,0.00
2004-08-01,26.0,0.00,0.00
2004-08-02,26.0,0.00,0.00
2004-08-03,26.0,0.00,0.00
2004-08-04,26.0,0.00,0.00
2004-08-05,26.0,0.00,0.00
2004-08-06,26.0,0.00,0.00
2004-08-07,26.0,0.00,0.00
2004-08-08,26.0,0.00,0.00
2004-08-09,26.0,0.00,0.00
2004-08-10,26.0,0.00,0.00
2004-08-11,26.0,0.00,0.00
2004-08-12,26.0,0.00,0.00
2004-08-13,26.0,0.00,0.00
2004-08-14,26.0,0.00,0.00
2004-08-15,26.0,0.00,0.00
2004-08-16,26.0,0.10,0.10
2004-08-17,26.1,0.00,0.00
2004-08-18,26.1,0.10,0.10
2004-08-19,26.2,0.00,0.00
2004-08-20,26.2,0.00,0.00
2004-08-21,26.2,0.10,0.10
2004-08-22,26.3,0.10,0.10
2004-08-23,26.4,0.00,0.00
2004-08-24,26.4,0.00,0.00
2004-08-25,26.4,0.00,0.00
2004-08-26,26.4,0.00,0.00
2004-08-27,26.4,0.10,0.10
2004-08-28,26.5,0.00,0.00
2004-08-29,26.5,0.00,0.00
2004-08-30,26.5,0.00,0.00
2004-08-31,26.5,0.00,0.00
2004-09-01,26.5,0.00,0.00
2004-09-02,26.5,0.00,0.00
2004-09-03,26.5,0.10,0.10
2004-09-04,26.6,0.70,0.70
2004-09-05,27.3,0.00,0.00
2004-09-06,27.3,0.00,0.00
2004-09-07,27.3,0.00,0.00
2004-09-08,27.3,0.00,0.00
2004-09-09,27.3,0.00,0.00
2004-09-10,27.3,0.10,0.10
2004-09-11,27.4,0.10,0.10
2004-09-12,27.5,0.00,0.00
2004-09-13,27.5,0.00,0.00
2004-09-14,27.5,0.00,0.00
2004-09-15,27.5,0.00,0.00
2004-09-16,27.5,0.00,0.00
2004-09-17,27.5,0.00,0.00
2004-09-18,27.5,0.10,0.10
2004-09-19,27.6,0.60,0.60
2004-09-20,28.2,0.80,0.80
2004-09-21,29.0,1.20,1.20
2004-09-22,30.2,0.10,0.10
2004-09-23,30.3,0.00,0.00
2004-09-24,30.3,0.00,0.00
2004-09-25,30.3,0.00,0.00
2004-09-26,30.3,0.00,0.00
2004-09-27,30.3,0.00,0.00
2004-09-28,30.3,0.10,0.10
2004-09-29,30.4,0.10,0.10
2004-09-30,30.5,0.20,0.20
2004-10-01,0.0,0.00,0.00
2004-10-02,0.0,0.00,0.00
2004-10-03,0.0,0.00,0.00
2004-10-04,0.0,0.20,0.20
2004-10-05,0.2,0.20,0.20
2004-10-06,0.4,0.10,0.10
2004-10-07,0.5,0.10,0.10
2004-10-08,0.6,0.00,0.00
2004-10-09,0.6,0.00,0.00
2004-10-10,0.6,0.00,0.00
2004-10-11,0.6,0.00,0.00
2004-10-12,0.6,0.00,0.00
2004-10-13,0.6,0.00,0.00
2004-10-14,0.6,0.10,0.10
2004-10-15,0.7,0.10,0.10
2004-10-16,0.8,0.00,0.00
2004-10-17,0.8,0.00,0.00
2004-10-18,0.8,0.40,0.40
2004-10-19,1.2,0.10,0.10
2004-10-20,1.3,0.00,0.00
2004-10-21,1.3,0.10,0.10
2004-10-22,1.4,0.10,0.10
2004-10-23,1.5,0.10,0.10
2004-10-24,1.6,0.20,0.20
2004-10-25,1.8,0.40,0.40
2004-10-26,2.2,0.10,0.10
2004-10-27,2.3,0.10,0.10
2004-10-28,2.4,0.10,0.10
2004-10-29,2.5,0.20,0.20
2004-10-30,2.7,0.20,0.20
2004-10-31,2.9,0.20,0.20
2004-11-01,3.1,0.00,0.00
2004-11-02,3.1,0.30,0.30
2004-11-03,3.4,0.00,0.00
2004-11-04,3.4,0.00,0.00
2004-11-05,3.4,0.00,0.00
2004-11-06,3.4,0.00,0.00
2004-11-07,3.4,0.00,0.20
2004-11-08,3.4,0.00,0.00
2004-11-09,3.4,0.40,0.40
2004-11-10,3.8,0.00,0.20
2004-11-11,3.8,0.10,0.10
2004-11-12,3.9,0.00,0.00
2004-11-13,3.9,0.20,0.20
2004-11-14,4.1,0.00,0.00
2004-11-15,4.1,0.00,0.00
2004-11-16,4.1,0.00,0.00
2004-11-17,4.1,0.00,0.00
2004-11-18,4.1,0.00,0.00
2004-11-19,4.1,0.00,0.00
2004-11-20,4.1,0.50,0.50
2004-11-21,4.6,0.40,0.40
2004-11-22,5.0,0.00,0.00
2004-11-23,5.0,0.00,0.00
2004-11-24,5.0,0.00,0.00
2004-11-25,5.0,0.10,0.20
2004-11-26,5.1,0.70,0.70
2004-11-27,5.8,0.90,1.20
2004-11-28,6.7,0.90,0.90
2004-11-29,7.6,0.10,0.10
2004-11-30,7.7,0.00,0.20
2004-12-01,7.7,0.00,0.00
2004-12-02,7.7,0.00,0.00
2004-12-03,7.7,0.10,0.10
2004-12-04,7.8,0.00,0.20
2004-12-05,7.8,0.20,0.20
2004-12-06,8.0,0.10,0.10
2004-12-07,8.1,0.00,0.10
2004-12-08,8.1,0.20,0.30
2004-12-09,8.3,0.30,0.30
2004-12-10,8.6,0.00,0.00
2004-12-11,8.6,0.00,0.10
2004-12-12,8.6,0.00,0.00
2004-12-13,8.6,0.00,0.00
2004-12-14,8.6,0.00,0.00
2004-12-15,8.6,0.00,0.10
2004-12-16,8.6,0.10,0.10
2004-12-17,8.7,0.00,0.10
2004-12-18,8.7,0.00,0.00
2004-12-19,8.7,0.00,0.00
2004-12-20,8.7,0.00,0.00
2004-12-21,8.7,0.00,0.00
2004-12-22,8.7,0.00,0.00
2004-12-23,8.7,0.00,0.00
2004-12-24,8.7,0.10,0.10
2004-12-25,8.8,0.00,0.00
2004-12-26,8.8,0.00,0.10
2004-12-27,8.8,0.10,0.10
2004-12-28,8.9,0.00,0.00
2004-12-29,8.9,1.10,1.20
2004-12-30,10.0,0.40,0.40
2004-12-31,10.4,0.20,0.40
2005-01-01,10.6,0.10,0.10
2005-01-02,10.7,0.00,0.00
2005-01-03,10.7,0.10,0.20
2005-01-04,10.8,0.40,0.60
2005-01-05,11.2,0.40,0.40
2005-01-06,11.6,0.20,0.40
2005-01-07,11.8,0.20,0.20
2005-01-08,12.0,1.20,1.30
2005-01-09,13.2,0.80,0.80
2005-01-10,14.0,1.40,1.60
2005-01-11,15.4,1.50,1.70
2005-01-12,16.9,0.40,0.50
2005-01-13,17.3,0.00,0.00
2005-01-14,17.3,0.10,0.10
2005-01-15,17.4,0.00,0.00
2005-01-16,17.4,0.00,0.30
2005-01-17,17.4,0.20,0.20
2005-01-18,17.6,0.20,0.20
2005-01-19,17.8,0.00,0.00
2005-01-20,17.8,0.00,0.10
2005-01-21,17.8,0.00,0.10
2005-01-22,17.8,0.00,0.00
2005-01-23,17.8,0.00,0.00
2005-01-24,17.8,0.00,0.00
2005-01-25,17.8,0.10,0.10
2005-01-26,17.9,0.00,0.10
2005-01-27,17.9,0.00,0.10
2005-01-28,17.9,0.20,0.20
2005-01-29,18.1,0.00,0.20
2005-01-30,18.1,0.00,0.10
2005-01-31,18.1,0.40,0.40
2005-02-01,18.5,0.10,0.10
2005-02-02,18.6,0.10,0.10
